username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
arnabkgoswami,Arnab Goswami,https://twitter.com/ArnabKGoswami/status/1306988298523475969,"""Disha Was In Depression !
Sushanth Was In Depression !

What Kind Of Investigation 
Mr. Paramveer Singh Did U Do ?  Nations Want 2 Know.

#JusticeForDisha @ArnabKGoswami 

Retweet Max If Want Ask Same… https",2020-09-18 09:07:00,796,681,126,ArnabKGoswami,1,JusticeForDisha,1,,https://pbs.twimg.com/media/EiNa6yBVkAE5qnp.jpg | https://pbs.twimg.com/media/EiNa7AEU8AEvKq8.jpg
smritisinghh,Smriti Singh,https://twitter.com/SmritiSinghh/status/1308100886166515712,"""#DeepikaPadukone now where is that depression theory.. REPEAT AFTER ME...MAAL HAI KYA??
SUSHANT SIR JUSTICE ON WAY😊😇
#JusticeForSSR #JusticeForDisha #Warriors4SSR
#arrestssrkiller""",2020-09-21 10:48:00,1,,0,,0,DeepikaPadukone | JusticeForSSR | JusticeForDisha | Warriors4SSR | arrestssrkiller,5,,
sandeeppandeymr,Sandeep Pandey MrK,https://twitter.com/SandeepPandeyMr/status/1308063863280037888,"""मेरे साथ शम्भू है...! @itsSSR
इसलिए सब सम्भव है....!!
@shwetasinghkirt
@smitaparikh2
@anky1912
@ishkarnBHANDARI
@nilotpalm3

#महादेव__💝 🙏
#Justice4SSR 
#arrestssrkiller… https",2020-09-21 08:21:00,,,0,itsSSR | shwetasinghkirt | smitaparikh2 | anky1912 | ishkarnBHANDARI | nilotpalm3,6,मह | Justice4SSR | arrestssrkiller,3,,https://pbs.twimg.com/media/EictI50U0AEieOK.jpg
prabhupp01,True Sainik,https://twitter.com/prabhupp01/status/1304965428309970947,"""#JusticeForSSR 
#arrestssrkiller 
#ProbeDishaSSRCaseTogether https",2020-09-12 19:09:00,,,0,,0,JusticeForSSR | arrestssrkiller | ProbeDishaSSRCa,3,,https://pbs.twimg.com/media/EhwrJANU8AAYhOj.jpg
kanganaoffical,Kangana Ranaut,https://twitter.com/KanganaOffical/status/1306980115176329219,"""Disha Is Also Daughter of India, Why Liberals Are Quite on Disha Murd£r Case? 

#JusticeForDisha""",2020-09-18 08:35:00,"4,076","1,533",182,,0,JusticeForDisha,1,,
,,https://twitter.com/SoumiSa05268745/status/1308101236139241473,"""When we will know who is killer?the case has trun drug case.
#JusticeForSSR 
#JusticeForDisha 
#arrestssrkiller 
#boycottBollywoodDruggies… https",2020-09-21 10:50:00,,1,0,,0,JusticeForSSR | JusticeForDisha | arrestssrkiller | boycottBollywoo,4,,
shilpa42062991,Shilpa,https://twitter.com/Shilpa42062991/status/1306068211897495552,"""#NationWantsDishaSSRTruth
#arrestssrkiller 
#NationStandsWithKangana""",2020-09-15 20:11:00,1,1,0,,0,NationWantsDish | arrestssrkiller | NationStandsWit,3,,
indian04725634,Veena,https://twitter.com/Indian04725634/status/1305201860786024448,"""#FocusOnMurderofSSR 
#ProbeDishaSSRCaseTogether 
#arrestssrkiller… """,2020-09-13 10:49:00,,1,0,,0,FocusOnMurderof | ProbeDishaSSRCa | arrestssrkiller,3,,
reshmi47239408,Reshmi,https://twitter.com/Reshmi47239408/status/1308103800331198466,"""Sir u r absolutely ryt we all r wd u always no one can touch u  🙏 plz be wd us in @itsSSR justice case. Nd let ssr killers outcome . #GutterBollywood #ArnabGoswamiIsPrideOfIndia #Justice4SSRIsGlobalDemand #arrestssrkiller… https",2020-09-21 11:00:00,,,0,itsSSR,1,GutterBollywood | ArnabGoswamiIsP | Justice4SSRIsGl | arrestssrkiller,4,,
kishanj23182618,I Love U @itsSSR ,https://twitter.com/KishanJ23182618/status/1306433707322949635,"""Ye nayi subah ka suraj hai
Isse goar se dekh 
Yeh bollywood walo ko andaaz naya deta hai
Sush❤

#arrestssrkiller… """,2020-09-16 20:24:00,3,1,0,,0,arrestssrkiller,1,,
,,https://twitter.com/ItsVinidoll/status/1305180855191711747,"""A man who have 50 dreams

Who forced him to change 50 sim cards.
#JusticeforSushantSingRajput #FocusOnMurderofSSR #FocusOnMurderofSSR #FocusOnMurderofSSR 
#ArrestDishaSSRKillers #arrestssrkiller… https",2020-09-13 09:25:00,,,0,,0,JusticeforSusha | FocusOnMurderof | FocusOnMurderof | FocusOnMurderof | ArrestDishaSSRK | arrestssrkiller,6,,https://pbs.twimg.com/media/EhzvEbdXkAEXTRA.jpg
reshmi47239408,Reshmi,https://twitter.com/Reshmi47239408/status/1308102173000048640,"""😂😂😂 #Justice4SSRIsGlobalDemand #arrestssrkiller #DishaWasKilled #ArnabGoswamiIsPrideOfIndia @arnabofficial7  sir plz don't leave us in mid path of justice for @itsSSR sir. Continue ur raising questions . #Justice4SSRIsGlobalDemand #DishaWasKilled #SSRKilledOn14June… https",2020-09-21 10:53:00,,,0,arnabofficial7 | itsSSR,2,Justice4SSRIsGl | arrestssrkiller | DishaWasKilled | ArnabGoswamiIsP | Justice4SSRIsGl | DishaWasKilled | SSRKilledOn14Ju,7,,
,,https://twitter.com/hakkunamataatta/status/1306690254770900992,"""You boycotted Bollywood much before  we all realised 🙏🏻  by your own youtube channel 😅more power to you sir 👏🏻🤙🏼 #arrestssrkiller we stand with @KanganaTeam @ravikishann… https",2020-09-17 13:23:00,4,,0,KanganaTeam | ravikishann,2,arrestssrkiller,1,,
reshmi47239408,Reshmi,https://twitter.com/Reshmi47239408/status/1308101254208389122,"""Thnk @Republic_Bharat  be wd us for @itsSSR justice . U r our huge supporter 🙏🙏 plz inform us everything about our hero case .#Justice4SSRIsGlobalDemand #GutterBollywood #arrestssrkiller #DishaWasKilled @arnabofficial7… https",2020-09-21 10:50:00,,,0,Republic_Bharat | itsSSR | arnabofficial7,3,Justice4SSRIsGl | GutterBollywood | arrestssrkiller | DishaWasKilled,4,,
,,https://twitter.com/itsDipankaa/status/1306244306936553473,"""CBI Should arrest all d culprits..
#arrestssrkiller… """,2020-09-16 07:51:00,,,0,,0,arrestssrkiller,1,,
,,https://twitter.com/Raghura28454159/status/1306863011919929344,"""Yes we r with SSR FAMILY #ARRESTSSRKILLER… """,2020-09-18 00:49:00,,,0,,0,ARRESTSSRKILLER,1,,
archana91075036,Archana Kashyap,https://twitter.com/Archana91075036/status/1308089561675833344,"""Miss u sushant pls come back sushi #JusticeForSushantSinghRajput #arrestssrkiller #FocusOnMurderofSSR… """,2020-09-21 10:03:00,,,0,,0,JusticeForSusha | arrestssrkiller | FocusOnMurderof,3,,https://pbs.twimg.com/media/EidEgx4U0AAVkSH.jpg
,,https://twitter.com/PratibhaMagarde/status/1308100950679343105,"""Pls god help us #arrestssrkiller #ArrestDishaSSRKillers… """,2020-09-21 10:49:00,,,0,,0,arrestssrkiller | ArrestDishaSSRK,2,,
nandini05,Nandini,https://twitter.com/nandini05/status/1306683024394735616,"""SSR followers will fight for him till the end. Maybe u don't see reality. You r another who just used n dumped him. Shameful.
#arrestssrkiller… https",2020-09-17 12:54:00,4,2,0,,0,arrestssrkiller,1,,
withchetanclg,Chetan,https://twitter.com/withchetanclg/status/1306156615377154053,"""See how kareena has her hand away from that little girl but as for sushant he is holding they hands that there shows he had a GOLDEN ❤️ 🥰🤗 #BoycottBollywood
#NationWantsDishaSSRTruth #JayaBachchanShamlessLady… https",2020-09-16 02:02:00,37,28,3,,0,BoycottBollywoo | NationWantsDish | JayaBachchanSha,3,,https://pbs.twimg.com/media/EiBmhMIXkAAXYXC.jpg
,,https://twitter.com/MILPATEL99/status/1305424561526112256,"""Roses are red, violets are blue, one criminal is in jail, rest are in queue.  #arrestssrkiller #RheaArrested #RheaEndgame. And this B**ch Twinkle Khanna supporting Rhea... 😡😡… https",2020-09-14 01:34:00,1,,1,,0,arrestssrkiller | RheaArrested | RheaEndgame,3,,
,,https://twitter.com/samir7587/status/1307498696464986113,"""CBI and NCB jointly",2020-09-19 18:55:00,1,1,0,,0,,0,,
,,https://twitter.com/AnanyaC53259174/status/1307305329730830337,"""All these are made up stories ... the fact is something else  ... please show some real life hero to make idol #BoycottBollywood… https",2020-09-19 06:07:00,32,4,4,,0,BoycottBollywoo,1,,
partha_5432,partha,https://twitter.com/PARTHA_5432/status/1306253040542912512,"""#JayaBachchanShamlessLady Today @KanganaTeam is the most followed and @SrBachchan is most hated. What a role reversal.
#GutterBollywood 
#BoycottBollywood""",2020-09-16 08:26:00,6,5,1,KanganaTeam | SrBachchan,2,JayaBachchanSha | GutterBollywood | BoycottBollywoo,3,,
anshh224,Anshul sharma,https://twitter.com/Anshh224/status/1307202034848817152,"""PR team of akshaykumar is again active nd their pawns r threatning Ssrians but guys remember unity is strength.We were ,we are and we will be one 4 Ssr #BoycottBollywood @sarkar_somreeta @TheUnknown_Dr @shwetasinghkirt @PawanSh65299913… https",2020-09-18 23:17:00,278,168,37,sarkar_somreeta | TheUnknown_Dr | shwetasinghkirt | PawanSh65299913,4,BoycottBollywoo,1,,https://pbs.twimg.com/media/EiQdUnFUMAAK2ce.jpg
myvoice_matter5,Kalps ,https://twitter.com/myvoice_matter5/status/1307551855849816064,"""I have... have you disliked Lakshmi Bomb Trailer? #BoycottBollywood #SSRDishaHomicide @akshaykumar… """,2020-09-19 22:27:00,57,66,10,akshaykumar,1,BoycottBollywoo | SSRDishaHomicid,2,,https://pbs.twimg.com/media/EiVbeW4VgAIEUfp.jpg | https://pbs.twimg.com/media/EiVbeW2VoAM5HlQ.jpg | https://pbs.twimg.com/media/EiVbeW2U4AI5SXb.jpg
girlforjustice,Richa I Justice for our Photon,https://twitter.com/GirlForJustice/status/1307299753495912448,"""𝐖𝐡𝐲 𝐭𝐡𝐢𝐬 𝐢𝐬 𝐡𝐚𝐩𝐩𝐞𝐧𝐢𝐧𝐠?

C'mon guys - Dislike and give lowest rating and 𝙉𝙀𝙂𝘼𝙏𝙄𝙑𝙀 𝙁𝙀𝙀𝘿𝘽𝘼𝘾𝙆‼️‼️
We cannot afford to let them win and mock us specially not HIM!

#BoycottBollywood… https",2020-09-19 05:45:00,266,188,70,,0,BoycottBollywoo,1,,https://pbs.twimg.com/media/EiR2LvUUYAAcLO4.jpg | https://pbs.twimg.com/media/EiR2MPwUYAEdMom.jpg
anshh224,Anshul sharma,https://twitter.com/Anshh224/status/1307552176743407619,"""Laugh as much u can .Rhea Tai has taken ur names ,now wot will u do babes?? Abhi aur bhi aayenge .sabka number aayega #BoycottBollywood #ExposeDrugMafia… https",2020-09-19 22:28:00,2,3,0,,0,BoycottBollywoo | ExposeDrugMafia,2,,https://pbs.twimg.com/media/EiVbxg2UwAAEh0R.jpg
vijayayande,Vijaya Yande,https://twitter.com/VijayaYande/status/1307537777605533696,"""True
Where are these so called friends
#BoycottBollywood 
#SSRDishaHomicide… """,2020-09-19 21:31:00,1,4,0,,0,BoycottBollywoo | SSRDishaHomicid,2,,
itszibran,Zibran @ SSRevolution ,https://twitter.com/ItsZibran/status/1307157089492451329,"""Non-recyclable garbages of India. Disposing these garbages is your responsibility as a citizen to make the country clean and beautiful. #BoycottBollywood… https",2020-09-18 20:18:00,188,122,20,,0,BoycottBollywoo,1,,https://pbs.twimg.com/media/EiPyeCGUMAIpT2u.png
tyagividisha,Vidisha Tyagi,https://twitter.com/TyagiVidisha/status/1307646684751519747,"""#BoycottBollywood . They are just hypocrites. @iujjawaltrivedi @ishkarnBHANDARI… """,2020-09-20 04:43:00,,,0,iujjawaltrivedi | ishkarnBHANDARI,2,BoycottBollywoo,1,,
,,https://twitter.com/lata_ln/status/1307502199237414912,"""@policybazaar #AapKiSideNahiHai - Please remove @akshaykumar from your ad otherwise we will boycott your product. He is not the right face people of India want to see.
#BoycottBollywood… https",2020-09-19 19:09:00,17,18,1,policybazaar | akshaykumar,2,AapKiSideNahiHa | BoycottBollywoo,2,,
darkhum18890078,DarkHumor,https://twitter.com/DarkHum18890078/status/1306209580247121920,"""#BoycottKBC @KBCsony No more @SrBachchan for us. #BoycottBollywood… """,2020-09-16 05:33:00,16,14,0,KBCsony | SrBachchan,2,BoycottKBC | BoycottBollywoo,2,,
girlforjustice,Richa I Justice for our Photon,https://twitter.com/GirlForJustice/status/1307292485576613888,"""A great info by @Soumyadipta which we must follow.
Here is how u can 👇
1. Open the video of Faye D'Souza interview with AK (open and immediate pause)
2. Dislike 
3. Report (check ss)
4. Give negative feedback

Repeat for any next such video. BE SMART

#BoycottBollywood https",2020-09-19 05:16:00,111,91,27,Soumyadipta,1,BoycottBollywoo,1,,https://pbs.twimg.com/media/EiRvkNvUwAE73wn.jpg | https://pbs.twimg.com/media/EiRvkYAU8AIy4id.jpg | https://pbs.twimg.com/media/EiRvkvmUMAENJwL.jpg | https://pbs.twimg.com/media/EiRvlLHUwAA8r3q.jpg
phoenixrizing10,Phoenixrising,https://twitter.com/phoenixrizing10/status/1307392649725272065,"""This guy was badmouthing sushant on the day of dil bechara release. Anurag Kashyap special place in hell for you.

#BoycottBollywood""",2020-09-19 11:54:00,162,75,7,,0,BoycottBollywoo,1,,
,,https://twitter.com/Niharik39415042/status/1307523748740775936,"""Dear @policybazaar, 
Immediately remove @akshaykumar
from ur ad, otherwise ur bazar will be under LOCKDOWN ❌ for uncertain period of time.. 

@boycottallfilms
@smitaparikh2
@Imkgauravmishra
@justice_sushi
@sushantfan21

#BoycottBollywood… https",2020-09-19 20:35:00,5,4,0,policybazaar | akshaykumar | boycottallfilms | smitaparikh2 | Imkgauravmishra | justice_sushi | sushantfan21,7,BoycottBollywoo,1,,
my_lyff,$@uR@BH @N$HU,https://twitter.com/my_lyff/status/1306320008914501633,"""I am really shocked by this.. After fighting since long and asking everyone to boycott bollywood, do dislikes report. Still this result upset me. I was not aspecting . 
What happen to you all❓
BE HONEST YAAR.

BOLLYWOOD IS NOT WORTH THEY KILLED MANY TALENTS

#BoycottBollywood… https",2020-09-16 12:52:00,103,80,47,,0,BoycottBollywoo,1,,https://pbs.twimg.com/media/EiD7HWpUYAAqaJn.jpg
psaddra,Pallavi saddra,https://twitter.com/PSaddra/status/1307528501155823616,"""#ArrestAnuragkasyp @taapsee  NO WORDS ..THIS IS WHY TAPSE PANU'S FAVOURITE... UNDERSTOOD NOW..#BoycottBollywood #Bollywoodkilledssr… https",2020-09-19 20:54:00,8,6,0,taapsee,1,ArrestAnuragkas | BoycottBollywoo | Bollywoodkilled,3,,
harpree56632869,harpreet brar,https://twitter.com/harpree56632869/status/1307480235823202304,"""Hello @TataSky 
Please check the current ""trends"" and kindly remove @aamir_khan as your brand ambassador, as people in general want to see trustworthy brand ambassador who stand with common people when needed @nilotpalm3 @smitaparikh2 @iujjawaltrivedi @republic #BoycottBollywood""",2020-09-19 17:42:00,264,208,22,TataSky | aamir_khan | nilotpalm3 | smitaparikh2 | iujjawaltrivedi | republic,6,BoycottBollywoo,1,,
soniarana_20,Sonia,https://twitter.com/soniarana_20/status/1306317937498677248,"""https",2020-09-16 12:44:00,1,3,0,,0,,0,,
itszibran,Zibran @ SSRevolution ,https://twitter.com/ItsZibran/status/1306104479977099264,"""Come on SSRIANS! If they can bring their Soldiers of 2500 to protect Rhea then we are gonna bring the whole world against them for SSR! Sign the petition and show them what we've got! We need a Million Plus! #WeStayUnited4SSR

https",2020-09-15 22:35:00,38,36,5,,0,WeStayUnited4SS,1,,
keetpferdmenges,Keet Pferdmenges,https://twitter.com/KeetPferdmenges/status/1306068192893317121,"""#WeStayUnited4SSR A beautiful mind a Beautiful Soul .Even in Death he is teaching the world to be your own Heroes . Stop the blind worship of entertainers. You are Worth it !… https",2020-09-15 20:11:00,16,18,3,,0,WeStayUnited4SS,1,,https://pbs.twimg.com/media/EiAWF0dXYAASt6Z.jpg
,,https://twitter.com/KNK_SSRian/status/1305950271479054336,"""No means No
Boycott means Boycott

#WeStayUnited4SSR… """,2020-09-15 12:23:00,42,19,2,,0,WeStayUnited4SS,1,,https://pbs.twimg.com/media/Eh-q13QUYAAhJYD.jpg
anamikarashmi,@n@mik@ || Sushant Was Murdered,https://twitter.com/AnamikaRashmi/status/1306029087383789576,"""When I hear CORRUPTION, I think Mumbai Police
When I hear BETRAYAL, I think Rhea Chakraborty
When I hear PERSISTENCE, I think SSRians

𝑊ℎ𝑒𝑛 𝐼 ℎ𝑒𝑎𝑟 𝐺𝐸𝑁𝐼𝑈𝑆, 𝐼𝑁𝑁𝑂𝐶𝐸𝑁𝐶𝐸, 𝐻𝑈𝑀𝐴𝑁𝐼𝑇𝑌, 𝐼 𝑡ℎ𝑖𝑛𝑘 𝑆𝑢𝑠ℎ𝑎𝑛𝑡 𝑆𝑖𝑛𝑔ℎ 𝑅𝑎𝑗𝑝𝑢𝑡

#WeStayUnited4SSR""",2020-09-15 17:36:00,369,218,15,,0,WeStayUnited4SS,1,,
leogirlram,Diane (SSRCaribbeanfan),https://twitter.com/LeogirlRam/status/1306024063664611329,"""I just joined for one purpose and that was for Justice for Sushant wasnt on twitter b4. And I still stand for the same purpose.There is just a few I follow and a few followers as well. I want justice for a kind soul. 
#WeStayUnited4SSR… https",2020-09-15 17:16:00,39,30,3,,0,WeStayUnited4SS,1,,
officialarijitt,Arijit Singh,https://twitter.com/OfficialArijitt/status/1306049471646580736,"""Remember these faces 

Few more days and it will be out in public

#WeStayUnited4SSR
#JusticeForSushantSinghRajput
#Nation_With_ArnabGoswami https",2020-09-15 18:57:00,429,278,32,,0,WeStayUnited4SS | JusticeForSusha | Nation_With_Arn,3,,
zindeginamilegi,Jalpa(||SSRF||||ISBP||),https://twitter.com/zindeginamilegi/status/1305882629305036800,"""Breaking",2020-09-15 07:54:00,97,117,5,,0,,0,,https://pbs.twimg.com/media/Eh9tSoiU8AEZg1q.jpg | https://pbs.twimg.com/media/Eh9tTYZVoAAtna-.jpg | https://pbs.twimg.com/media/Eh9tUj-VoAE7kzy.jpg
itsssr4747,SSR 4 EVER ,https://twitter.com/itsSSR4747/status/1306110499306627074,"""BREAKING 

NCB Responds to Akali Leaders Letter

NCB Assures Probe into Bollywood Party

MLA claims Mumbai Police Ignored 2019 Drug Party Complaint

Manjinder Singh Sirsa writes to NCB on Karan Johar's July 28, 2019 Party.

#WeStayUnited4SSR 
#NationWantsDishaSSRTruth… https",2020-09-15 22:59:00,193,191,11,,0,WeStayUnited4SS | NationWantsDish,2,,https://pbs.twimg.com/media/EiA8kIjWoAAfzjH.jpg | https://pbs.twimg.com/media/EiA8kaAWsAM8Apm.jpg | https://pbs.twimg.com/media/EiA8kn5XgAE5QNQ.jpg | https://pbs.twimg.com/media/EiA8k5PWAAEl11D.jpg
